戦略,利確pips,損切りpips,時間帯,曜日,ボラ条件,トレンド条件,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
"EMAクロス(10,50)",8,5,16時台,全曜日,なし,レンジのみ,109,1.2,38.5,1.0,8.0,-5.0,1.003,-88.0,15,42,1.2,31.0,-41.0,8.0,-5.0,0.717,-49.0,8,0.715,10.8,不採用
トレンド押し目(EMA200+RSI40/60),15,15,21時台,全曜日,なし,なし,282,1.1,45.7,-398.7,13.82,-14.26,0.817,-501.2,7,105,1.1,43.8,-143.2,14.76,-13.93,0.826,-263.2,6,1.011,10.8,不採用
"EMAクロス(5,20)",8,10,9時台,全曜日,なし,トレンド順方向のみ,204,1.1,55.4,-6.0,8.0,-10.0,0.993,-164.0,5,99,1.1,50.5,-90.0,8.0,-10.0,0.816,-132.0,7,0.822,10.8,不採用
"RSI逆張り(30,70)",15,20,21時台,全曜日,なし,下降トレンドのみ,122,1.1,52.5,-192.4,14.2,-18.98,0.825,-277.9,7,47,1.1,51.1,-96.3,13.91,-18.7,0.776,-179.0,4,0.941,10.8,不採用
"RSI逆張り(30,70)",5,10,10時台,全曜日,なし,トレンド順方向のみ,15,1.0,86.7,45.0,5.0,-10.0,3.25,-10.0,1,5,1.2,20.0,-35.0,5.0,-10.0,0.125,-25.0,3,0.038,10.8,不採用
"EMAクロス(10,50)",8,15,10時台,全曜日,なし,下降トレンドのみ,82,1.1,69.5,81.0,8.0,-15.0,1.216,-58.0,3,22,1.0,54.5,-54.0,8.0,-15.0,0.64,-52.0,3,0.526,10.8,不採用
"RSI逆張り(25,75)",20,20,21時台,全曜日,なし,トレンド順方向のみ,6,1.0,33.3,-27.3,20.0,-16.82,0.594,-47.3,4,2,1.0,0.0,-40.0,0.0,-20.0,0.0,-20.0,2,0.0,10.8,不採用
"RSI逆張り(25,75)",15,20,21時台,全曜日,なし,トレンド順方向のみ,6,1.0,33.3,-37.3,15.0,-16.82,0.446,-47.3,4,2,1.0,0.0,-40.0,0.0,-20.0,0.0,-20.0,2,0.0,10.8,不採用
"EMAクロス(5,20)",8,10,9時台,全曜日,なし,下降トレンドのみ,222,1.3,59.0,138.0,8.0,-10.0,1.152,-96.0,6,97,1.6,49.5,-106.0,8.0,-10.0,0.784,-116.0,4,0.681,10.8,不採用
トレンド押し目(EMA200+RSI40/60),8,20,東京(9-15時),全曜日,なし,下降トレンドのみ,227,1.1,67.8,-205.2,7.95,-19.58,0.856,-232.8,4,67,1.1,64.2,-120.7,8.0,-19.36,0.74,-124.0,3,0.864,10.8,不採用
"MACDクロス(12,26,9)",8,5,9時台,全曜日,なし,下降トレンドのみ,295,1.3,41.7,124.0,8.0,-5.0,1.144,-94.0,9,112,1.5,33.9,-66.0,8.0,-5.0,0.822,-109.0,10,0.719,10.8,不採用
"RSI逆張り(25,75)",20,10,22時台,全曜日,なし,上昇トレンドのみ,111,1.2,34.2,-75.0,15.73,-9.22,0.889,-105.0,11,34,1.1,29.4,-68.0,16.4,-9.67,0.707,-67.0,5,0.795,10.8,不採用
"RSI逆張り(25,75)",5,15,22時台,全曜日,なし,上昇トレンドのみ,107,1.1,72.0,-29.2,5.0,-13.81,0.93,-95.0,2,33,1.1,63.6,-53.4,5.0,-13.2,0.663,-86.4,3,0.713,10.8,不採用
"RSI逆張り(25,75)",20,15,NY(21-23時),全曜日,なし,上昇トレンドのみ,196,1.2,35.7,-561.9,16.48,-13.62,0.672,-558.4,8,47,1.1,34.0,-122.7,17.75,-13.12,0.698,-130.7,5,1.039,10.8,不採用
"RSI逆張り(30,70)",10,20,10時台,全曜日,なし,上昇トレンドのみ,176,1.1,62.5,-196.9,9.94,-19.55,0.847,-306.9,5,69,1.1,60.9,-120.0,10.0,-20.0,0.778,-160.0,4,0.919,10.8,不採用
トレンド押し目(EMA200+RSI40/60),20,10,21時台,全曜日,なし,上昇トレンドのみ,98,1.0,43.9,140.0,15.76,-9.77,1.26,-60.0,4,37,1.0,29.7,-41.4,18.5,-9.42,0.831,-110.0,7,0.66,10.8,不採用
トレンド押し目(EMA200+RSI40/60),5,20,22時台,全曜日,なし,レンジのみ,104,1.1,70.2,-141.6,5.0,-16.34,0.72,-203.1,3,64,1.1,71.9,-108.1,5.0,-18.78,0.68,-148.1,3,0.944,10.8,不採用
"RSI逆張り(30,70)",15,10,東京(9-15時),全曜日,なし,トレンド順方向のみ,48,1.0,47.9,95.0,15.0,-10.0,1.38,-80.0,4,24,1.0,33.3,-40.0,15.0,-10.0,0.75,-80.0,5,0.543,10.7,不採用
"EMAクロス(10,50)",5,10,21時台,全曜日,なし,下降トレンドのみ,127,1.1,62.2,-69.6,5.0,-9.68,0.85,-170.0,5,52,1.2,57.7,-70.0,5.0,-10.0,0.682,-100.0,4,0.802,10.7,不採用
トレンド押し目(EMA200+RSI40/60),8,5,9時台,全曜日,なし,トレンド順方向のみ,134,1.1,38.8,6.0,8.0,-5.0,1.015,-76.0,11,44,1.0,31.8,-38.0,8.0,-5.0,0.747,-71.0,8,0.736,10.7,不採用
"RSI逆張り(25,75)",10,20,16時台,全曜日,なし,レンジのみ,33,1.0,72.7,52.4,9.68,-20.0,1.291,-50.0,2,6,1.0,50.0,-30.0,10.0,-20.0,0.5,-60.0,3,0.387,10.7,不採用
"EMAクロス(5,20)",20,20,16時台,全曜日,なし,上昇トレンドのみ,243,1.0,49.4,-117.9,18.02,-18.54,0.948,-342.0,6,97,1.0,46.4,-149.3,18.88,-19.21,0.851,-170.9,6,0.898,10.7,不採用
"RSI逆張り(25,75)",10,20,9時台,全曜日,なし,上昇トレンドのみ,99,1.0,72.7,192.8,10.0,-19.53,1.366,-120.0,5,25,1.0,60.0,-50.0,10.0,-20.0,0.75,-110.0,3,0.549,10.7,不採用
"EMAクロス(5,20)",15,15,16時台,全曜日,なし,上昇トレンドのみ,257,1.1,46.3,-289.3,14.52,-14.62,0.857,-410.5,7,102,1.1,45.1,-153.8,14.61,-14.75,0.814,-204.7,5,0.95,10.7,不採用
"RSI逆張り(25,75)",5,15,22時台,全曜日,なし,なし,240,1.1,72.1,-84.1,4.97,-14.1,0.911,-156.6,3,72,1.1,66.7,-98.4,5.0,-14.1,0.709,-126.4,2,0.778,10.7,不採用
"MACDクロス(12,26,9)",10,15,10時台,全曜日,なし,トレンド順方向のみ,186,1.0,61.8,109.1,10.0,-14.66,1.105,-170.0,6,77,1.0,54.5,-105.0,10.0,-15.0,0.8,-160.0,3,0.724,10.7,不採用
"MACDクロス(12,26,9)",15,20,9時台,全曜日,なし,トレンド順方向のみ,256,1.0,58.6,181.2,14.8,-19.24,1.089,-187.2,5,103,1.0,53.4,-122.5,14.68,-19.37,0.868,-215.0,5,0.797,10.7,不採用
トレンド押し目(EMA200+RSI40/60),8,20,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,188,1.2,63.3,-389.0,7.9,-19.26,0.707,-492.4,4,74,1.1,63.5,-133.6,8.0,-18.87,0.738,-188.0,5,1.044,10.7,不採用
"EMAクロス(10,50)",5,5,9時台,全曜日,なし,トレンド順方向のみ,93,1.0,45.2,-45.0,5.0,-5.0,0.824,-95.0,7,36,1.0,36.1,-50.0,5.0,-5.0,0.565,-45.0,5,0.686,10.7,不採用
"RSI逆張り(30,70)",5,15,22時台,全曜日,なし,トレンド順方向のみ,17,1.0,88.2,45.0,5.0,-15.0,2.5,-15.0,1,6,1.0,50.0,-30.0,5.0,-15.0,0.333,-45.0,3,0.133,10.7,不採用
"RSI逆張り(25,75)",10,20,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,247,1.3,62.3,-296.4,9.75,-19.32,0.835,-296.8,7,85,1.3,60.0,-130.2,10.0,-18.83,0.797,-190.2,5,0.954,10.7,不採用
"EMAクロス(10,50)",15,10,10時台,全曜日,なし,上昇トレンドのみ,119,1.1,41.2,27.2,14.77,-9.95,1.039,-151.4,6,42,1.1,33.3,-70.0,15.0,-10.0,0.75,-85.0,5,0.722,10.6,不採用
トレンド押し目(EMA200+RSI40/60),15,20,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,180,1.1,52.2,-327.8,14.19,-19.32,0.803,-517.5,4,71,1.0,47.9,-144.7,15.0,-17.69,0.779,-165.0,5,0.97,10.6,不採用
"MACDクロス(12,26,9)",5,10,22時台,全曜日,なし,トレンド順方向のみ,298,1.1,62.1,-146.3,4.96,-9.41,0.862,-228.1,5,121,1.1,59.5,-130.0,5.0,-10.0,0.735,-145.0,4,0.853,10.6,不採用
"RSI逆張り(25,75)",8,5,9時台,全曜日,なし,レンジのみ,82,1.1,35.4,-33.0,8.0,-5.0,0.875,-84.0,11,35,1.3,28.6,-45.0,8.0,-5.0,0.64,-53.0,6,0.731,10.6,不採用
"RSI逆張り(25,75)",10,15,ロンドン(16-21時),全曜日,なし,レンジのみ,124,1.1,64.5,151.6,9.9,-14.56,1.237,-85.0,3,31,1.1,51.6,-65.0,10.0,-15.0,0.711,-85.0,3,0.575,10.6,不採用
"RSI逆張り(25,75)",15,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,207,1.5,37.7,-128.6,14.77,-9.92,0.9,-283.3,7,89,1.6,36.0,-90.0,15.0,-10.0,0.842,-205.0,9,0.936,10.6,不採用
トレンド押し目(EMA200+RSI40/60),5,20,10時台,全曜日,なし,なし,241,1.1,75.5,-254.9,5.0,-19.74,0.781,-305.0,3,62,1.0,74.2,-90.0,5.0,-20.0,0.719,-165.0,4,0.921,10.6,不採用
トレンド押し目(EMA200+RSI40/60),15,10,21時台,全曜日,なし,下降トレンドのみ,69,1.1,42.0,21.8,14.28,-9.8,1.056,-105.0,9,19,1.1,31.6,-40.0,15.0,-10.0,0.692,-65.0,5,0.655,10.6,不採用
"RSI逆張り(25,75)",20,15,16時台,全曜日,なし,レンジのみ,34,1.1,44.1,-41.8,16.21,-15.0,0.853,-103.7,4,6,1.0,33.3,-31.9,14.05,-15.0,0.468,-45.0,4,0.549,10.6,不採用
"RSI逆張り(30,70)",10,20,22時台,全曜日,なし,上昇トレンドのみ,219,1.1,59.4,-151.8,9.34,-15.35,0.889,-279.1,6,57,1.1,56.1,-87.3,9.57,-15.74,0.778,-157.3,5,0.875,10.5,不採用
"RSI逆張り(25,75)",10,10,9時台,全曜日,なし,なし,256,1.1,51.6,80.0,10.0,-10.0,1.065,-110.0,7,83,1.2,44.6,-90.0,10.0,-10.0,0.804,-150.0,5,0.755,10.5,不採用
"RSI逆張り(25,75)",8,5,東京(9-15時),全曜日,なし,レンジのみ,209,1.3,38.8,8.0,8.0,-5.0,1.012,-71.0,9,98,1.4,32.7,-74.0,8.0,-5.0,0.776,-113.0,7,0.767,10.5,不採用
"RSI逆張り(30,70)",5,5,21時台,全曜日,なし,下降トレンドのみ,132,1.2,44.7,-70.0,5.0,-5.0,0.808,-105.0,10,52,1.2,38.5,-60.0,5.0,-5.0,0.625,-80.0,5,0.774,10.5,不採用
"RSI逆張り(30,70)",15,5,9時台,全曜日,なし,下降トレンドのみ,161,1.3,32.3,235.0,15.0,-5.0,1.431,-45.0,10,64,1.4,21.9,-40.0,15.0,-5.0,0.84,-120.0,10,0.587,10.5,不採用
"RSI逆張り(25,75)",10,15,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,192,1.4,51.6,-393.5,9.9,-14.77,0.714,-528.5,5,82,1.5,53.7,-130.0,10.0,-15.0,0.772,-265.0,6,1.081,10.5,不採用
"RSI逆張り(30,70)",8,5,22時台,全曜日,なし,上昇トレンドのみ,248,1.2,34.3,-159.2,7.72,-5.0,0.805,-193.0,11,73,1.4,31.5,-66.0,8.0,-5.0,0.736,-102.0,10,0.914,10.5,不採用
"MACDクロス(12,26,9)",10,20,9時台,全曜日,なし,下降トレンドのみ,241,1.1,69.7,248.0,10.0,-19.62,1.173,-160.0,4,88,1.2,61.4,-126.2,10.0,-19.59,0.811,-160.0,3,0.691,10.5,不採用
"RSI逆張り(25,75)",20,15,ロンドン(16-21時),全曜日,なし,レンジのみ,124,1.1,46.8,71.2,17.74,-14.51,1.074,-182.6,7,31,1.1,38.7,-73.1,17.66,-15.0,0.744,-86.9,4,0.693,10.5,不採用
トレンド押し目(EMA200+RSI40/60),10,15,22時台,全曜日,なし,上昇トレンドのみ,76,1.1,64.5,109.8,9.52,-13.2,1.308,-55.6,3,39,1.1,46.2,-62.3,10.0,-11.54,0.743,-94.9,4,0.568,10.5,不採用
"RSI逆張り(30,70)",15,20,NY(21-23時),全曜日,なし,トレンド順方向のみ,36,1.0,55.6,-14.2,14.41,-18.89,0.953,-124.0,3,15,1.0,53.3,-41.1,12.36,-20.0,0.706,-85.0,5,0.741,10.5,不採用
トレンド押し目(EMA200+RSI40/60),8,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,199,1.2,52.8,-104.9,7.95,-10.0,0.888,-278.0,7,79,1.2,49.4,-88.0,8.0,-10.0,0.78,-134.0,7,0.878,10.5,不採用
"RSI逆張り(25,75)",5,5,22時台,全曜日,なし,レンジのみ,54,1.1,42.6,-40.0,5.0,-5.0,0.742,-50.0,6,17,1.1,29.4,-35.0,5.0,-5.0,0.417,-35.0,5,0.562,10.5,不採用
"RSI逆張り(25,75)",5,15,9時台,全曜日,なし,レンジのみ,76,1.0,73.7,-20.0,5.0,-15.0,0.933,-90.0,3,31,1.1,64.5,-65.0,5.0,-15.0,0.606,-80.0,2,0.65,10.5,不採用
"RSI逆張り(30,70)",10,20,10時台,全曜日,なし,下降トレンドのみ,128,1.1,69.5,110.0,10.0,-20.0,1.141,-210.0,4,59,1.1,61.0,-100.0,10.0,-20.0,0.783,-110.0,4,0.686,10.5,不採用
"MACDクロス(12,26,9)",20,10,21時台,全曜日,なし,レンジのみ,237,1.2,34.2,-15.8,18.7,-9.81,0.99,-128.8,9,91,1.2,30.8,-86.0,18.85,-9.74,0.86,-176.9,12,0.869,10.4,不採用
"RSI逆張り(25,75)",5,5,22時台,全曜日,なし,なし,260,1.2,42.3,-200.0,5.0,-5.0,0.733,-205.0,8,78,1.2,39.7,-80.0,5.0,-5.0,0.66,-85.0,8,0.9,10.4,不採用
"RSI逆張り(30,70)",20,5,21時台,全曜日,なし,トレンド順方向のみ,19,1.0,15.8,-31.5,16.17,-5.0,0.606,-50.0,10,11,1.2,9.1,-30.0,20.0,-5.0,0.4,-30.0,6,0.66,10.4,不採用
"RSI逆張り(25,75)",8,20,16時台,全曜日,なし,レンジのみ,33,1.0,75.8,40.0,8.0,-20.0,1.25,-44.0,1,6,1.0,50.0,-36.0,8.0,-20.0,0.4,-60.0,3,0.32,10.4,不採用
"EMAクロス(10,50)",8,20,21時台,全曜日,なし,上昇トレンドのみ,136,1.1,64.0,-178.8,7.92,-17.72,0.794,-274.2,6,56,1.0,62.5,-115.0,7.83,-18.52,0.704,-112.0,4,0.887,10.4,不採用
"MACDクロス(12,26,9)",5,20,10時台,全曜日,なし,トレンド順方向のみ,188,1.0,78.2,-58.0,5.0,-19.34,0.927,-178.0,3,78,1.0,74.4,-110.0,5.0,-20.0,0.725,-155.0,2,0.782,10.4,不採用
"EMAクロス(5,20)",5,15,21時台,全曜日,なし,トレンド順方向のみ,264,1.1,75.0,52.4,4.98,-14.14,1.056,-159.4,3,94,1.0,69.1,-88.3,5.0,-14.25,0.786,-125.0,6,0.744,10.4,不採用
"RSI逆張り(25,75)",15,10,ロンドン(16-21時),全曜日,なし,レンジのみ,130,1.1,40.0,-41.6,14.2,-10.0,0.947,-114.5,6,33,1.1,33.3,-73.1,13.35,-10.0,0.668,-66.9,4,0.705,10.4,不採用
"RSI逆張り(25,75)",15,10,NY(21-23時),全曜日,なし,上昇トレンドのみ,209,1.3,37.3,-209.9,13.43,-9.6,0.833,-229.3,8,49,1.2,32.7,-92.0,14.37,-9.76,0.714,-100.0,5,0.857,10.4,不採用
"EMAクロス(5,20)",10,10,9時台,全曜日,なし,下降トレンドのみ,222,1.3,56.3,280.0,10.0,-10.0,1.289,-100.0,6,97,1.6,44.3,-110.0,10.0,-10.0,0.796,-110.0,5,0.618,10.4,不採用
"MACDクロス(12,26,9)",8,10,9時台,全曜日,なし,下降トレンドのみ,267,1.2,59.2,174.0,8.0,-10.0,1.16,-74.0,5,104,1.4,50.0,-104.0,8.0,-10.0,0.8,-170.0,4,0.69,10.4,不採用
"EMAクロス(10,50)",20,20,10時台,全曜日,なし,下降トレンドのみ,80,1.0,56.2,174.0,19.42,-20.0,1.249,-160.0,5,21,1.0,42.9,-51.3,20.0,-19.28,0.778,-100.0,5,0.623,10.4,不採用
"RSI逆張り(30,70)",20,10,22時台,全曜日,なし,トレンド順方向のみ,17,1.0,29.4,-37.2,16.56,-10.0,0.69,-60.4,4,6,1.0,16.7,-30.0,20.0,-10.0,0.4,-40.0,5,0.58,10.4,不採用
"MACDクロス(12,26,9)",10,15,9時台,全曜日,なし,トレンド順方向のみ,256,1.0,59.4,-39.9,9.94,-14.91,0.974,-390.3,5,106,1.0,54.7,-133.0,9.93,-14.76,0.812,-170.0,5,0.834,10.4,不採用
トレンド押し目(EMA200+RSI40/60),5,20,21時台,全曜日,なし,なし,289,1.1,78.9,10.5,4.96,-18.37,1.009,-217.3,3,105,1.1,74.3,-106.9,5.0,-18.4,0.785,-181.9,4,0.778,10.4,不採用
"RSI逆張り(25,75)",20,5,NY(21-23時),全曜日,なし,下降トレンドのみ,174,1.4,20.1,-46.9,18.39,-4.97,0.932,-175.0,20,46,1.4,17.4,-41.6,18.55,-5.0,0.781,-96.6,15,0.838,10.4,不採用
トレンド押し目(EMA200+RSI40/60),10,5,22時台,全曜日,なし,下降トレンドのみ,52,1.1,46.2,92.6,9.69,-5.0,1.661,-35.0,7,30,1.2,26.7,-30.0,10.0,-5.0,0.727,-50.0,8,0.438,10.4,不採用
"MACDクロス(12,26,9)",10,20,9時台,全曜日,なし,トレンド順方向のみ,256,1.0,64.8,-123.9,9.93,-19.69,0.93,-467.6,4,103,1.0,61.2,-144.2,9.93,-19.25,0.813,-190.0,5,0.874,10.4,不採用
"EMAクロス(10,50)",10,20,9時台,全曜日,なし,上昇トレンドのみ,135,1.0,70.4,175.8,9.98,-19.3,1.228,-150.0,5,63,1.0,61.9,-89.9,9.76,-19.6,0.809,-149.9,4,0.659,10.4,不採用
"EMAクロス(10,50)",20,5,22時台,全曜日,なし,上昇トレンドのみ,153,1.3,23.5,20.8,16.59,-4.93,1.036,-99.1,9,69,1.2,21.7,-63.3,13.62,-4.96,0.763,-79.8,9,0.736,10.4,不採用
"EMAクロス(10,50)",5,20,21時台,全曜日,なし,下降トレンドのみ,122,1.1,73.0,-133.8,5.0,-17.54,0.769,-261.3,3,47,1.1,72.3,-90.0,5.0,-20.0,0.654,-135.0,2,0.85,10.4,不採用
"RSI逆張り(25,75)",15,15,16時台,全曜日,なし,レンジのみ,34,1.1,50.0,-30.3,13.22,-15.0,0.881,-93.7,4,6,1.0,33.3,-36.9,11.55,-15.0,0.385,-45.0,4,0.437,10.3,不採用
"MACDクロス(12,26,9)",8,10,10時台,全曜日,なし,下降トレンドのみ,222,1.2,55.9,12.0,8.0,-10.0,1.012,-144.0,5,97,1.3,49.5,-106.0,8.0,-10.0,0.784,-150.0,5,0.775,10.3,不採用
"RSI逆張り(25,75)",8,20,NY(21-23時),全曜日,なし,下降トレンドのみ,153,1.3,67.3,-126.9,7.89,-18.79,0.865,-160.4,4,43,1.3,62.8,-83.1,8.0,-18.69,0.722,-123.1,4,0.835,10.3,不採用
トレンド押し目(EMA200+RSI40/60),20,10,10時台,全曜日,なし,レンジのみ,156,1.1,32.7,-52.5,19.56,-10.0,0.95,-200.0,10,50,1.1,30.0,-66.6,18.89,-10.0,0.81,-120.0,10,0.853,10.3,不採用
トレンド押し目(EMA200+RSI40/60),10,15,10時台,全曜日,なし,なし,236,1.1,53.4,-370.9,10.0,-14.83,0.773,-380.9,7,63,1.1,52.4,-120.0,10.0,-15.0,0.733,-150.0,5,0.948,10.3,不採用
"RSI逆張り(25,75)",5,20,22時台,全曜日,なし,なし,237,1.1,76.4,-117.5,4.98,-18.18,0.885,-171.6,3,70,1.1,71.4,-101.7,5.0,-17.59,0.711,-164.7,2,0.803,10.3,不採用
"RSI逆張り(25,75)",15,15,NY(21-23時),全曜日,なし,トレンド順方向のみ,9,1.0,22.2,-75.0,15.0,-15.0,0.286,-75.0,6,3,1.0,0.0,-45.0,0.0,-15.0,0.0,-30.0,3,0.0,10.3,不採用
"EMAクロス(5,20)",20,20,16時台,全曜日,なし,下降トレンドのみ,179,1.1,50.8,133.5,19.51,-18.65,1.081,-268.3,5,72,1.1,47.2,-95.8,18.5,-19.07,0.868,-187.7,7,0.803,10.3,不採用
トレンド押し目(EMA200+RSI40/60),8,20,10時台,全曜日,なし,なし,232,1.0,65.1,-382.9,8.0,-19.64,0.759,-390.9,7,62,1.0,64.5,-120.0,8.0,-20.0,0.727,-192.0,4,0.958,10.3,不採用
トレンド押し目(EMA200+RSI40/60),8,10,9時台,全曜日,なし,下降トレンドのみ,58,1.0,55.2,-4.0,8.0,-10.0,0.985,-50.0,5,10,1.0,40.0,-28.0,8.0,-10.0,0.533,-52.0,5,0.541,10.3,不採用
"RSI逆張り(30,70)",5,20,東京(9-15時),全曜日,なし,トレンド順方向のみ,49,1.0,89.8,135.1,5.0,-16.98,2.591,-40.0,2,23,1.0,69.6,-60.0,5.0,-20.0,0.571,-70.0,2,0.22,10.3,不採用
"RSI逆張り(25,75)",5,5,9時台,全曜日,なし,レンジのみ,82,1.1,46.3,-30.0,5.0,-5.0,0.864,-85.0,6,35,1.3,34.3,-55.0,5.0,-5.0,0.522,-60.0,4,0.604,10.3,不採用
"RSI逆張り(30,70)",8,15,22時台,全曜日,なし,トレンド順方向のみ,17,1.0,76.5,44.0,8.0,-15.0,1.733,-22.0,1,6,1.0,33.3,-44.0,8.0,-15.0,0.267,-45.0,3,0.154,10.3,不採用
"EMAクロス(5,20)",5,15,10時台,全曜日,なし,トレンド順方向のみ,137,1.0,73.7,-24.1,5.0,-14.7,0.954,-124.1,3,46,1.1,67.4,-70.0,5.0,-15.0,0.689,-115.0,3,0.722,10.3,不採用
"RSI逆張り(25,75)",15,20,9時台,全曜日,なし,下降トレンドのみ,70,1.1,65.7,210.0,15.0,-20.0,1.438,-115.0,5,24,1.1,50.0,-60.0,15.0,-20.0,0.75,-115.0,3,0.522,10.3,不採用
"EMAクロス(5,20)",5,10,22時台,全曜日,なし,レンジのみ,154,1.2,60.4,-120.0,4.94,-9.5,0.793,-226.5,5,67,1.2,56.7,-86.4,5.0,-9.53,0.687,-115.0,5,0.866,10.3,不採用
"RSI逆張り(25,75)",20,15,NY(21-23時),全曜日,なし,トレンド順方向のみ,9,1.0,11.1,-100.0,20.0,-15.0,0.167,-85.0,6,3,1.0,0.0,-45.0,0.0,-15.0,0.0,-30.0,3,0.0,10.3,不採用
"RSI逆張り(30,70)",8,5,NY(21-23時),全曜日,なし,トレンド順方向のみ,36,1.0,33.3,-24.0,8.0,-5.0,0.8,-49.0,5,17,1.1,23.5,-33.0,8.0,-5.0,0.492,-36.0,6,0.615,10.3,不採用
"EMAクロス(10,50)",15,15,10時台,全曜日,なし,下降トレンドのみ,82,1.1,58.5,210.0,15.0,-15.0,1.412,-60.0,4,22,1.0,40.9,-60.0,15.0,-15.0,0.692,-90.0,3,0.49,10.2,不採用
"RSI逆張り(25,75)",5,10,9時台,全曜日,なし,なし,257,1.1,68.5,70.0,5.0,-10.0,1.086,-75.0,5,86,1.2,58.1,-110.0,5.0,-10.0,0.694,-120.0,2,0.639,10.2,不採用
"RSI逆張り(25,75)",20,5,16時台,全曜日,なし,レンジのみ,37,1.2,16.2,-35.0,20.0,-5.0,0.774,-85.0,14,7,1.2,14.3,-21.9,8.1,-5.0,0.27,-25.0,6,0.349,10.2,不採用
"RSI逆張り(30,70)",8,20,22時台,全曜日,なし,下降トレンドのみ,148,1.2,65.5,-147.4,7.81,-17.75,0.837,-182.1,3,46,1.1,63.0,-96.8,7.73,-18.88,0.698,-136.8,3,0.834,10.2,不採用
"EMAクロス(5,20)",5,5,22時台,全曜日,なし,トレンド順方向のみ,236,1.1,46.6,-70.2,4.98,-4.9,0.886,-131.4,8,89,1.1,40.4,-85.0,5.0,-5.0,0.679,-85.0,6,0.766,10.2,不採用
"EMAクロス(5,20)",20,10,16時台,全曜日,なし,トレンド順方向のみ,217,1.1,38.2,286.2,19.37,-9.86,1.217,-191.3,12,87,1.1,31.0,-83.1,19.01,-9.94,0.861,-130.0,11,0.707,10.2,不採用
"EMAクロス(10,50)",10,15,21時台,全曜日,なし,上昇トレンドのみ,140,1.1,59.3,-6.3,9.85,-14.45,0.992,-185.2,12,57,1.0,50.9,-98.1,9.53,-13.38,0.738,-110.0,4,0.744,10.2,不採用
"MACDクロス(12,26,9)",10,10,10時台,全曜日,なし,トレンド順方向のみ,187,1.0,50.8,30.0,10.0,-10.0,1.033,-150.0,7,79,1.0,43.0,-110.0,10.0,-10.0,0.756,-130.0,4,0.732,10.2,不採用
"RSI逆張り(25,75)",8,5,ロンドン(16-21時),全曜日,なし,レンジのみ,137,1.2,41.6,56.0,8.0,-5.0,1.14,-78.0,9,33,1.1,30.3,-35.0,8.0,-5.0,0.696,-45.0,9,0.611,10.2,不採用
"EMAクロス(10,50)",8,10,21時台,全曜日,なし,下降トレンドのみ,127,1.1,55.1,12.4,7.91,-9.49,1.023,-160.0,6,52,1.2,48.1,-70.0,8.0,-10.0,0.741,-110.0,5,0.724,10.2,不採用
"RSI逆張り(30,70)",8,15,16時台,全曜日,なし,上昇トレンドのみ,158,1.0,64.6,-16.3,7.97,-14.8,0.98,-124.3,4,47,1.1,57.4,-78.5,8.0,-14.72,0.733,-117.0,4,0.748,10.2,不採用
トレンド押し目(EMA200+RSI40/60),5,5,22時台,全曜日,なし,トレンド順方向のみ,124,1.1,53.2,36.8,4.95,-5.0,1.127,-48.2,6,70,1.1,42.9,-50.0,5.0,-5.0,0.75,-80.0,10,0.665,10.2,不採用
"EMAクロス(5,20)",15,10,10時台,全曜日,なし,トレンド順方向のみ,139,1.0,42.4,70.5,14.75,-10.0,1.088,-105.0,8,46,1.1,34.8,-60.0,15.0,-10.0,0.8,-115.0,7,0.735,10.2,不採用
"RSI逆張り(25,75)",5,15,9時台,全曜日,なし,なし,247,1.1,77.3,115.0,5.0,-15.0,1.137,-85.0,5,82,1.2,68.3,-110.0,5.0,-15.0,0.718,-130.0,2,0.631,10.2,不採用
"RSI逆張り(25,75)",15,5,16時台,全曜日,なし,レンジのみ,37,1.2,21.6,-25.0,15.0,-5.0,0.828,-75.0,10,7,1.2,14.3,-21.9,8.1,-5.0,0.27,-25.0,6,0.326,10.2,不採用
"RSI逆張り(30,70)",5,20,22時台,全曜日,なし,上昇トレンドのみ,225,1.1,80.4,213.0,4.98,-15.63,1.31,-61.5,3,58,1.1,70.7,-83.6,5.0,-16.98,0.71,-123.6,2,0.542,10.2,不採用
"EMAクロス(5,20)",15,10,9時台,全曜日,なし,トレンド順方向のみ,203,1.0,39.9,-19.8,14.82,-10.0,0.984,-194.8,8,99,1.1,36.4,-90.0,15.0,-10.0,0.857,-240.0,9,0.871,10.2,不採用
"EMAクロス(5,20)",5,10,16時台,全曜日,なし,下降トレンドのみ,207,1.2,70.0,105.0,5.0,-10.0,1.169,-55.0,3,89,1.3,59.6,-95.0,5.0,-10.0,0.736,-100.0,5,0.63,10.1,不採用
